19972,1715191517.67,23411.814178049564,nan,nan
19974,1715191517.67,23411.821769714355,nan,nan
19971,1715191517.67,23411.81038224697,nan,nan
19973,1715191517.67,23411.817973911762,nan,nan
19975,1715191517.67,23411.82556551695,nan,nan
19970,1715191517.67,23411.806586444378,nan,nan
19976,1715191517.67,23411.829361319542,nan,nan
19977,1715191517.67,23411.83315718174,nan,nan
19978,1715191517.67,23411.836952984333,nan,nan
19979,1715191517.67,23411.840748786926,nan,nan
19980,1715191517.729,23411.844187796116,nan,nan
19981,1715191517.729,23411.847989559174,nan,nan
19982,1715191517.729,23411.851791381836,nan,nan
19983,1715191517.729,23411.855593144894,nan,nan
19984,1715191517.729,23411.85939490795,nan,nan
19985,1715191517.729,23411.863196730614,nan,nan
19986,1715191517.729,23411.86699849367,nan,nan
19987,1715191517.729,23411.87080025673,nan,nan
19988,1715191517.729,23411.87460207939,nan,nan
19989,1715191517.729,23411.87840384245,nan,nan
19991,1715191517.729,23411.88600742817,nan,nan
19990,1715191517.729,23411.882205605507,nan,nan
19992,1715191517.761,23411.889809191227,nan,nan
19994,1715191517.761,23411.897412776947,nan,nan
19993,1715191517.761,23411.893610954285,nan,nan
19995,1715191517.761,23411.901214540005,nan,nan
19996,1715191517.761,23411.905016303062,nan,nan
19997,1715191517.761,23411.908818125725,nan,nan
19998,1715191517.761,23411.912619888783,nan,nan
19999,1715191517.761,23411.91642165184,nan,nan
20000,1715191517.761,23411.924035191536,nan,nan
20001,1715191517.761,23411.92689180374,nan,nan
20002,1715191517.761,23411.92974847555,nan,nan
20003,1715191517.761,23411.93260514736,nan,nan
20005,1715191517.818,23411.938318431377,nan,nan
20004,1715191517.818,23411.935461759567,nan,nan
20006,1715191517.818,23411.941175103188,nan,nan
20007,1715191517.818,23411.944031774998,nan,nan
20008,1715191517.818,23411.946888387203,nan,nan
20009,1715191517.818,23411.949745059013,nan,nan
20010,1715191517.818,23411.952601730824,nan,nan
20011,1715191517.818,23411.95545834303,nan,nan
20012,1715191517.818,23411.95831501484,nan,nan
20013,1715191517.818,23411.96117168665,nan,nan
20014,1715191517.818,23411.964028298855,nan,nan
20015,1715191517.818,23411.966884970665,nan,nan
20016,1715191517.852,23411.969741642475,nan,nan
20017,1715191517.852,23411.972598314285,nan,nan
20018,1715191517.852,23411.97545492649,nan,nan
20019,1715191517.852,23411.9783115983,nan,nan
20020,1715191517.852,23412.003562883707,nan,nan
20021,1715191517.852,23412.007017642725,nan,nan
20022,1715191517.852,23412.010472401045,nan,nan
20023,1715191517.852,23412.013927160762,nan,nan
20025,1715191517.852,23412.020836677402,nan,nan
20024,1715191517.852,23412.017381919548,nan,nan
20026,1715191517.852,23412.02429143712,nan,nan
20027,1715191517.852,23412.027746196836,nan,nan
20028,1715191517.909,23412.03120095469,nan,nan
20029,1715191517.909,23412.034655712545,nan,nan
20030,1715191517.909,23412.038110472262,nan,nan
20031,1715191517.909,23412.04156523198,nan,nan
20032,1715191517.909,23412.045019991696,nan,nan
20033,1715191517.909,23412.048474747688,nan,nan
20034,1715191517.909,23412.051929507405,nan,nan
20035,1715191517.909,23412.05538426712,nan,nan
20036,1715191517.909,23412.05883902684,nan,nan
20037,1715191517.909,23412.062293786556,nan,nan
20038,1715191517.909,23412.065748542547,nan,nan
20039,1715191517.909,23412.069203302264,nan,nan
20040,1715191517.954,23412.08389598131,nan,nan
20041,1715191517.954,23412.088625617325,nan,nan
20042,1715191517.954,23412.09335525334,nan,nan
20043,1715191517.954,23412.0980848819,nan,nan
20044,1715191517.954,23412.102814517915,nan,nan
20045,1715191517.954,23412.10754415393,nan,nan
20046,1715191517.954,23412.11227378249,nan,nan
20047,1715191517.954,23412.117003418505,nan,nan
20048,1715191517.954,23412.121733047068,nan,nan
20049,1715191517.954,23412.12646268308,nan,nan
20050,1715191517.954,23412.131192311645,nan,nan
20051,1715191517.954,23412.13592195511,nan,nan
20052,1715191517.999,23412.14065158367,nan,nan
20053,1715191517.999,23412.145381212234,nan,nan
20054,1715191517.999,23412.1501108557,nan,nan
20055,1715191517.999,23412.15484048426,nan,nan
