52840,1715184258.827,19710.04444810003,-62.5,-882.32421875,-525.390625,-21.97265625,191.89453125
52841,1715184258.827,19710.048182286322,-113.28125,-864.2578125,-529.296875,-6.8359375,87.890625
52842,1715184258.827,19710.05191646889,-118.1640625,-932.6171875,-516.6015625,-54.19921875,-187.01171875
52843,1715184258.827,19710.05565065518,-88.37890625,-975.09765625,-549.31640625,35.15625,145.5078125
52844,1715184258.827,19710.059384841472,-0.9765625,-1000.0,-565.91796875,16.11328125,614.2578125
52845,1715184258.827,19710.06311902404,18.5546875,-744.140625,-492.1875,-61.5234375,123.53515625
52846,1715184258.827,19710.06685321033,6.34765625,-380.859375,-478.02734375,-6.34765625,-239.2578125
52847,1715184258.827,19710.07058739662,21.97265625,-657.71484375,-479.00390625,-59.5703125,-96.19140625
52848,1715184258.873,19710.074321582913,83.984375,-587.890625,-487.79296875,-8.30078125,-143.5546875
52849,1715184258.873,19710.078055769205,-109.375,-303.7109375,-477.5390625,-49.31640625,-210.9375
52850,1715184258.873,19710.081789955497,-203.125,-452.63671875,-469.7265625,-205.078125,-133.30078125
52851,1715184258.873,19710.085524134338,64.453125,-843.26171875,-493.1640625,-103.515625,120.1171875
52852,1715184258.873,19710.08925832063,139.6484375,-631.34765625,-474.12109375,89.84375,44.921875
52853,1715184258.873,19710.09299250692,-5.859375,-600.09765625,-472.65625,44.921875,69.82421875
52854,1715184258.873,19710.096726693213,9.27734375,-856.4453125,-471.6796875,-30.76171875,229.4921875
52855,1715184258.873,19710.100460879505,109.86328125,-988.28125,-512.20703125,135.7421875,399.90234375
52856,1715184258.873,19710.104195065796,63.4765625,-800.78125,-479.00390625,152.34375,289.0625
52857,1715184258.873,19710.107929252088,-104.4921875,-371.09375,-418.9453125,-121.58203125,-164.55078125
52858,1715184258.873,19710.11166343093,-25.390625,-451.171875,-434.08203125,3.41796875,-181.15234375
52859,1715184258.873,19710.11539761722,28.80859375,-555.17578125,-430.17578125,157.2265625,18.06640625
52860,1715184258.917,19710.118732325733,-75.68359375,-368.1640625,-407.2265625,23.4375,-43.9453125
52861,1715184258.917,19710.122549019754,-18.06640625,-299.31640625,-383.7890625,-121.09375,-145.5078125
52862,1715184258.917,19710.126365721226,-60.546875,-584.9609375,-395.99609375,-69.82421875,-145.99609375
52863,1715184258.917,19710.130182415247,-208.49609375,-615.72265625,-371.58203125,6.34765625,-88.8671875
52864,1715184258.917,19710.13399910927,-103.02734375,-491.69921875,-351.07421875,-162.59765625,-75.68359375
52865,1715184258.917,19710.13781580329,77.63671875,-757.32421875,-385.25390625,-8.30078125,-85.44921875
52866,1715184258.917,19710.14163249731,-11.71875,-847.65625,-400.390625,133.30078125,176.7578125
52867,1715184258.917,19710.145449206233,-33.203125,-1000.0,-404.78515625,-41.015625,817.87109375
52868,1715184258.917,19710.149265900254,65.4296875,-844.7265625,-345.703125,-57.6171875,519.04296875
52869,1715184258.917,19710.153082594275,25.87890625,-267.08984375,-306.640625,83.984375,-104.98046875
52870,1715184258.917,19710.156899288297,-47.8515625,-474.609375,-313.96484375,-173.33984375,43.9453125
52871,1715184258.917,19710.160715982318,-127.44140625,-452.1484375,-285.15625,-286.62109375,72.75390625
52872,1715184258.976,19710.16453267634,62.01171875,79.1015625,-293.9453125,-20.5078125,-105.95703125
52873,1715184258.976,19710.16834938526,234.86328125,-34.66796875,-310.546875,-50.29296875,-173.828125
52874,1715184258.976,19710.172166079283,137.20703125,-482.421875,-273.92578125,-15.13671875,-132.8125
52875,1715184258.976,19710.175982773304,-44.43359375,-330.078125,-248.53515625,103.515625,-176.7578125
52876,1715184258.976,19710.179799467325,-130.859375,-77.63671875,-205.56640625,-16.6015625,-187.98828125
52877,1715184258.976,19710.183616161346,-114.74609375,-439.453125,-220.703125,-165.52734375,4.39453125
52878,1715184258.976,19710.18743287027,-9.27734375,-949.70703125,-231.93359375,-114.74609375,392.08984375
52879,1715184258.976,19710.19124956429,-14.6484375,-655.2734375,-147.94921875,84.9609375,263.671875
52880,1715184258.976,19710.202444449067,-82.03125,-237.79296875,-112.79296875,72.265625,-25.87890625
